FID,lat,lon
307,40.761324026600001,-73.966107154499994
308,40.761876968300001,-73.984877846600000
309,40.761876871299997,-73.984155886099998
310,40.761876769700002,-73.983433925599996
311,40.761876663599999,-73.982711965199996
312,40.761876553000000,-73.981990004699995
313,40.761876437900000,-73.981268044199993
314,40.761876318299997,-73.980546083799993
315,40.761876194099997,-73.979824123300006
316,40.761876065400003,-73.979102162800004
317,40.761875932199999,-73.978380202400004
318,40.761875794399998,-73.977658241900002
319,40.761875652100002,-73.976936281500002
320,40.761875505299997,-73.976214321000000
321,40.761875353999997,-73.975492360600001
322,40.761875198200002,-73.974770400200001
323,40.761875037800003,-73.974048439699999
324,40.761874872900002,-73.973326479299999
325,40.761874703499998,-73.972604518899999
326,40.761874529600000,-73.971882558399997
327,40.761874351099998,-73.971160597999997
328,40.761874168100000,-73.970438637599997
329,40.761873980600001,-73.969716677199997
330,40.761873788499997,-73.968994716799997
331,40.761873592000001,-73.968272756399998
332,40.761873390900000,-73.967550795999998
333,40.762426097300001,-73.986321654799994
334,40.762426009400002,-73.985599688400001
335,40.762425916900000,-73.984877721900006
336,40.762425819800001,-73.984155755499998
337,40.762425718300001,-73.983433789100005
338,40.762425612199998,-73.982711822699997
339,40.762425501599999,-73.981989856300004
340,40.762425386499999,-73.981267889799994
341,40.762425266800001,-73.980545923400001
342,40.762425142600001,-73.979823956999994
343,40.762425013900000,-73.979101990600000
344,40.762424880700003,-73.978380024200007
345,40.762424742999997,-73.977658057799999
346,40.762424600700001,-73.976936091400006
347,40.762424453900003,-73.976214124999998
348,40.762424302600003,-73.975492158600005
349,40.762424146699999,-73.974770192199998
350,40.762423986400002,-73.974048225800004
351,40.762423821500001,-73.973326259499999
352,40.762423652000003,-73.972604293100005
353,40.762423478099997,-73.971882326699998
354,40.762423299600002,-73.971160360300004
355,40.762423116599997,-73.970438393999999
356,40.762422929099998,-73.969716427600005
357,40.762422737100003,-73.968994461199998
358,40.762975129300003,-73.987043514400000
359,40.762975045899999,-73.986321542100001
360,40.762974957899999,-73.985599569700000
361,40.762974865399997,-73.984877597299999
362,40.762974768299998,-73.984155624899998
363,40.762974666799998,-73.983433652599999
364,40.762974560700002,-73.982711680199998
365,40.762974450100003,-73.981989707799997
366,40.762974335000003,-73.981267735399996
367,40.762974215299998,-73.980545763099997
368,40.762974091099998,-73.979823790699996
369,40.762973962399997,-73.979101818399997
370,40.762973829200000,-73.978379845999996
371,40.762973691500001,-73.977657873699997
372,40.762973549199998,-73.976935901299996
373,40.762973402400000,-73.976213928999996
374,40.762973251100000,-73.975491956599996
375,40.762973095200003,-73.974769984299996
376,40.762972934899999,-73.974048011899995
377,40.762972769999998,-73.973326039599996
378,40.762972600499999,-73.972604067299997
379,40.762972426600001,-73.971882094999998
380,40.762972248099999,-73.971160122599997
381,40.762972065100001,-73.970438150299998
382,40.763524231100000,-73.988487364299999
383,40.763524156700001,-73.987765386000007
384,40.763524077800000,-73.987043407599998
385,40.763523994300002,-73.986321429300006
386,40.763523906300001,-73.985599450999999
387,40.763523813799999,-73.984877472700006
388,40.763523716800002,-73.984155494299998
389,40.763523615300002,-73.983433516000005
390,40.763523509199999,-73.982711537699998
391,40.763523398600000,-73.981989559400006
392,40.763523283399998,-73.981267581099999
393,40.763523163800002,-73.980545602700005
394,40.763523039600003,-73.979823624399998
395,40.763522910900001,-73.979101646100005
396,40.763522777699997,-73.978379667799999
397,40.763522639900003,-73.977657689500006
398,40.763522497700002,-73.976935711199999
399,40.763522350899997,-73.976213732900007
400,40.763522199500002,-73.975491754600000
401,40.763522043700000,-73.974769776299993
402,40.763521883300001,-73.974047798100003
403,40.763521718400000,-73.973325819799996
404,40.763521548999996,-73.972603841500003
405,40.763521375000003,-73.971881863199997
406,40.764073314800001,-73.989931237999997
407,40.764073249399999,-73.989209253699997
408,40.764073179599997,-73.988487269399997
409,40.764073105100003,-73.987765285099997
410,40.764073026200002,-73.987043300899998
411,40.764072942799999,-73.986321316599998
412,40.764072854799998,-73.985599332299998
413,40.764072762300003,-73.984877347999998
414,40.764072665199997,-73.984155363699998
415,40.764072563699997,-73.983433379499999
416,40.764072457600001,-73.982711395199999
417,40.764072347000003,-73.981989410899999
418,40.764072231900002,-73.981267426700001
419,40.764072112199997,-73.980545442400000
420,40.764071987999998,-73.979823458100000
421,40.764071859300003,-73.979101473900002
422,40.764071726099999,-73.978379489600002
423,40.764071588299998,-73.977657505400003
424,40.764071446099997,-73.976935521100003
425,40.764071299299999,-73.976213536900005
426,40.764071147899998,-73.975491552600005
427,40.764070992100002,-73.974769568400006
428,40.764070831700003,-73.974047584199994
429,40.764070666800002,-73.973325599899994
430,40.764070497399999,-73.972603615699995
431,40.764622380299997,-73.991375135499993
432,40.764622324000001,-73.990653145300001
433,40.764622263200003,-73.989931154999994
434,40.764622197800001,-73.989209164800002
435,40.764622127899997,-73.988487174499994
436,40.764622053499998,-73.987765184300002
437,40.764621974599997,-73.987043194099996
438,40.764621891099999,-73.986321203800003
439,40.764621803200001,-73.985599213599997
440,40.764621710599997,-73.984877223400005
441,40.764621613599999,-73.984155233099997
442,40.764621512100000,-73.983433242900006
443,40.764621406000003,-73.982711252700000
444,40.764621295399998,-73.981989262499994
445,40.764621180200002,-73.981267272300002
446,40.764621060600000,-73.980545282099996
447,40.764620936400000,-73.979823291800002
448,40.764620807699998,-73.979101301599997
449,40.764620674500001,-73.978379311400005
450,40.764620536700001,-73.977657321199999
451,40.764620394399998,-73.976935331000007
452,40.764620247600000,-73.976213340800001
453,40.764620096300000,-73.975491350599995
454,40.764619940499998,-73.974769360400003
455,40.764619780099999,-73.974047370199997
456,40.765171427699997,-73.992819056800002
457,40.765171380500000,-73.992097060600003
458,40.765171328699999,-73.991375064400003
459,40.765171272400003,-73.990653068200004
460,40.765171211499997,-73.989931072000005
461,40.765171146199997,-73.989209075800005
462,40.765171076300000,-73.988487079600006
463,40.765171001900001,-73.987765083499994
464,40.765170922899998,-73.987043087299995
465,40.765170839500001,-73.986321091099995
466,40.765170751500001,-73.985599094899996
467,40.765170658999999,-73.984877098699997
468,40.765170561900000,-73.984155102599999
469,40.765170460400000,-73.983433106400000
470,40.765170354299997,-73.982711110200000
471,40.765170243699998,-73.981989114000001
472,40.765170128599998,-73.981267117900003
473,40.765170008900000,-73.980545121700004
474,40.765169884700001,-73.979823125500005
475,40.765169755999999,-73.979101129399993
476,40.765169622800002,-73.978379133199994
477,40.765169485000001,-73.977657137099996
478,40.765169342800000,-73.976935140899997
479,40.765169196000002,-73.976213144799999
480,40.765169044600000,-73.975491148600000
481,40.765720418800001,-73.993540999800004
482,40.765720375999997,-73.992818997599997
483,40.765720328800001,-73.992096995500006
484,40.765720277000000,-73.991374993299999
485,40.765720220699997,-73.990652991199994
486,40.765720159799997,-73.989930989000001
487,40.765720094499997,-73.989208986899996
488,40.765720024600000,-73.988486984800005
489,40.765719950200001,-73.987764982599998
490,40.765719871199998,-73.987042980499993
491,40.765719787800002,-73.986320978300000
492,40.765719699800002,-73.985598976199995
493,40.765719607299999,-73.984876974100004
494,40.765719510200000,-73.984154971999999
495,40.765719408700001,-73.983432969800006
496,40.765719302599997,-73.982710967700001
497,40.765719191999999,-73.981988965599996
498,40.765719076899998,-73.981266963500005
499,40.765718957200001,-73.980544961299998
500,40.765718833000001,-73.979822959200007
501,40.765718704299999,-73.979100957100002
502,40.765718571100003,-73.978378954999997
503,40.765718433300002,-73.977656952900006
504,40.765718290999999,-73.976934950800000
505,40.766269438899997,-73.994984962700002
506,40.766269405199999,-73.994262954600003
507,40.766269367000000,-73.993540946500005
508,40.766269324299998,-73.992818938400006
509,40.766269276999999,-73.992096930299994
510,40.766269225199999,-73.991374922199995
511,40.766269168900003,-73.990652914099996
512,40.766269108099998,-73.989930905999998
513,40.766269042700003,-73.989208897899999
514,40.766268972799999,-73.988486889900003
515,40.766268898400000,-73.987764881800004
516,40.766268819499999,-73.987042873700005
517,40.766268736000001,-73.986320865600007
518,40.766268648000000,-73.985598857499994
519,40.766268555499998,-73.984876849399996
520,40.766268458500001,-73.984154841399999
521,40.766268356900000,-73.983432833300000
522,40.766268250800003,-73.982710825200002
523,40.766268140199998,-73.981988817100003
524,40.766268025099997,-73.981266809100006
525,40.766267905399999,-73.980544800999994
526,40.766267781300002,-73.979822792899995
527,40.766267652499998,-73.979100784899998
528,40.766267519300001,-73.978378776800000
529,40.766267381600002,-73.977656768700001
530,40.766818440900003,-73.996428949500000
531,40.766818416299998,-73.995706935399994
532,40.766818387100002,-73.994984921400004
533,40.766818353399998,-73.994262907299998
534,40.766818315199998,-73.993540893299993
535,40.766818272499997,-73.992818879200001
536,40.766818225199998,-73.992096865199997
537,40.766818173399997,-73.991374851100005
538,40.766818117100001,-73.990652837100001
539,40.766818056300004,-73.989930822999995
540,40.766817990900002,-73.989208809000004
541,40.766817920999998,-73.988486795000000
542,40.766817846599999,-73.987764780899994
543,40.766817767699997,-73.987042766900004
544,40.766817684199999,-73.986320752799998
545,40.766817596199999,-73.985598738799993
546,40.766817503699997,-73.984876724800003
547,40.766817406700000,-73.984154710799999
548,40.766817305099998,-73.983432696700007
549,40.766817199000002,-73.982710682700002
550,40.766817088400003,-73.981988668699998
551,40.766816973300003,-73.981266654699994
552,40.766816853599998,-73.980544640600002
553,40.766816729399999,-73.979822626599997
554,40.766816600699997,-73.979100612600007
555,40.767367389100002,-73.996428920000000
556,40.767367364499997,-73.995706900000002
557,40.767367335300001,-73.994984880000004
558,40.767367301599997,-73.994262860000006
559,40.767367263399997,-73.993540839999994
560,40.767367220600001,-73.992818819999997
561,40.767367173399997,-73.992096799999999
562,40.767367121600003,-73.991374780000001
563,40.767367065300000,-73.990652760000003
564,40.767367004400000,-73.989930740099993
565,40.767366939100000,-73.989208720099995
566,40.767366869200004,-73.988486700099998
567,40.767366794799997,-73.987764680100000
568,40.767366715800001,-73.987042660100002
569,40.767366632399998,-73.986320640100004
570,40.767366544399998,-73.985598620100006
571,40.767366451900003,-73.984876600099994
572,40.767366354799996,-73.984154580099997
573,40.767366253299997,-73.983432560200001
574,40.767366147200001,-73.982710540200003
575,40.767366036600002,-73.981988520200005
576,40.767365921400000,-73.981266500199993
577,40.767365801799997,-73.980544480299997
578,40.767916312600001,-73.995706864699997
579,40.767916283399998,-73.994984838700006
580,40.767916249700001,-73.994262812800002
581,40.767916211500001,-73.993540786799997
582,40.767916168799999,-73.992818760800006
583,40.767916121500001,-73.992096734900002
584,40.767916069700000,-73.991374708999999
585,40.767916013399997,-73.990652682999993
586,40.767915952599999,-73.989930657100004
587,40.767915887199997,-73.989208631099999
588,40.767915817300000,-73.988486605199995
589,40.767915742900001,-73.987764579200004
590,40.767915663899998,-73.987042553300000
591,40.767915580500002,-73.986320527299995
592,40.767915492500002,-73.985598501400005
593,40.767915400000000,-73.984876475500002
594,40.767915302900001,-73.984154449499997
595,40.767915201400001,-73.983432423599993
596,40.767915095299998,-73.982710397700004
597,40.768465305399999,-73.997150893099999
598,40.768465285300003,-73.996428861200002
599,40.768465260699998,-73.995706829300005
600,40.768465231500002,-73.994984797399994
601,40.768465197799998,-73.994262765499997
602,40.768465159599998,-73.993540733600000
603,40.768465116800002,-73.992818701700003
604,40.768465069599998,-73.992096669800006
605,40.768465017799997,-73.991374637899995
606,40.768464961500001,-73.990652605999998
607,40.768464900600001,-73.989930574100001
608,40.768464835300001,-73.989208542200004
609,40.768464765399997,-73.988486510300007
610,40.768464690999998,-73.987764478399995
611,40.768464612000002,-73.987042446499999
612,40.768464528599999,-73.986320414600002
613,40.768464440599999,-73.985598382700005
614,40.768464348099997,-73.984876350799993
615,40.768464250999997,-73.984154318899996
616,40.768464149499998,-73.983432286999999
617,40.768464043400002,-73.982710255200004
618,40.769014280100002,-73.998594945299999
619,40.769014269000003,-73.997872907499996
620,40.769014233299998,-73.996428831700001
621,40.769014208700000,-73.995706793899998
622,40.769014179499997,-73.994984755999994
623,40.769014145800000,-73.994262718200005
624,40.769014107600000,-73.993540680300001
625,40.769014064899999,-73.992818642499998
626,40.769014017600000,-73.992096604599993
627,40.769013965799999,-73.991374566800005
628,40.769013909500003,-73.990652528900000
629,40.769013848699998,-73.989930491099997
630,40.769013783299997,-73.989208453200007
631,40.769013713400000,-73.988486415400004
632,40.769013639000001,-73.987764377500000
633,40.769013559999998,-73.987042339699997
634,40.769013476600001,-73.986320301800006
635,40.769013388600001,-73.985598264000004
636,40.769013296099999,-73.984876226200001
637,40.769013199000000,-73.984154188299996
638,40.769013097500000,-73.983432150499993
639,40.769012991399997,-73.982710112700005
640,40.769563234600000,-73.999316977500001
641,40.769563181300001,-73.996428802300002
642,40.769563156700002,-73.995706758500006
643,40.769563127500000,-73.994984714699996
644,40.769563093800002,-73.994262670900000
645,40.769563055600003,-73.993540627100003
646,40.769563012799999,-73.992818583299993
647,40.769562965600002,-73.992096539499997
648,40.769562913800002,-73.991374495700001
649,40.769562857499999,-73.990652451900004
650,40.769562796599999,-73.989930408099994
651,40.769562731299999,-73.989208364299998
652,40.769562661400002,-73.988486320500002
653,40.769562587000003,-73.987764276700005
654,40.769562508000000,-73.987042232899995
655,40.769562424599997,-73.986320189099999
656,40.769562336600004,-73.985598145300003
657,40.769562147000002,-73.984154057699996
658,40.770112165000000,-73.997872872399995
659,40.770112104600003,-73.995706723100000
660,40.770112075400000,-73.994984673299996
661,40.770112041700003,-73.994262623599994
662,40.770112003500003,-73.993540573800004
663,40.770111960800001,-73.992818524100002
664,40.770111913500003,-73.992096474299998
665,40.770111861700002,-73.991374424599996
666,40.770111805399999,-73.990652374800007
667,40.770111744600001,-73.989930325100005
668,40.770111679199999,-73.989208275300001
669,40.770111609300002,-73.988486225599999
670,40.770111534900003,-73.987764175799995
671,40.770111456000002,-73.987042126099993
672,40.770661123899998,-73.998594910600005
673,40.770661023300001,-73.994984631999998
674,40.770660989600003,-73.994262576300002
675,40.770660951399996,-73.993540520600007
676,40.770660908700002,-73.992818464899997
677,40.770660861400003,-73.992096409200002
678,40.770660809600002,-73.991374353500007
679,40.770660753300000,-73.990652297799997
680,40.770660692500002,-73.989930242100002
681,40.770660627100000,-73.989208186300004
682,40.770660557200003,-73.988486130599995
683,40.770660482799997,-73.987764074899999
684,40.771210000400004,-73.995706652300001
685,40.771209971200001,-73.994984590700000
686,40.771209937499997,-73.994262528999997
687,40.771209899299997,-73.993540467299994
688,40.771209856500001,-73.992818405700007
689,40.771209809299997,-73.992096344000004
690,40.771209757500003,-73.991374282400002
691,40.771209701200000,-73.990652220699999
692,40.771209640300000,-73.989930158999996
693,40.771209574899999,-73.989208097399995
694,40.771209505000002,-73.988486035700006
695,40.771209430600003,-73.987763974100005
696,40.771209351700001,-73.987041912400002
697,40.771758992899997,-73.997150752200000
698,40.771758972800001,-73.996428684600005
699,40.771758948200002,-73.995706616899994
700,40.771758885300002,-73.994262481700005
701,40.771758847100003,-73.993540414099996
702,40.771758804299999,-73.992818346500002
703,40.771758757100002,-73.992096278899993
704,40.771758705300002,-73.991374211299998
705,40.771758648999999,-73.990652143700004
706,40.771758588099999,-73.989930075999993
707,40.771758522699997,-73.989208008399999
708,40.771758452900002,-73.988485940800004
709,40.771758378400001,-73.987763873199995
710,40.771758299500000,-73.987041805600001
711,40.772307940700003,-73.997150728700007
712,40.772307920599999,-73.996428655100004
713,40.772307833100001,-73.994262434400000
714,40.772307794800000,-73.993540360799997
715,40.772307752099998,-73.992818287299997
716,40.772307704799999,-73.992096213699995
717,40.772307652999999,-73.991374140199994
718,40.772307596700003,-73.990652066600006
719,40.772307535899998,-73.989929993000004
720,40.772307470500003,-73.989207919500004
721,40.772307400599999,-73.988485845900001
722,40.772856843600003,-73.995706546199997
723,40.772856742499997,-73.993540307600000
724,40.772856699800002,-73.992818228100006
725,40.772856652500003,-73.992096148599998
726,40.772856600700003,-73.991374069100004
727,40.772856544400000,-73.990651989499995
728,40.772856483600002,-73.989929910000001
729,40.773405762099998,-73.994984425300004
730,40.773405690200001,-73.993540254400003
731,40.773405647499999,-73.992818168900001
732,40.773405600200000,-73.992096083400000
733,40.773405548400000,-73.991373997899998
734,40.773405492099997,-73.990651912499999
